attendance,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,result,Home Team Pre-Match xG,Away Team Pre-Match xG,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win
39380,25,1.75,1.36,1.79,1.21,1,3,1,1.57,1.45,11.23,3.24,2.60,3.30,2.85
31939,25,1.17,0.82,1.05,0.84,2,0,0,1.28,1.37,10.83,2.83,3.35,3.45,2.25
32148,25,1.27,1.67,1.42,1.58,0,1,1,1.54,1.40,10.40,4.77,3.75,3.55,2.05
54483,25,2.75,1.36,2.84,1.32,3,1,0,2.19,1.37,12.56,2.47,1.26,7.00,10.50
59903,25,1.42,2.42,1.63,2.32,1,1,2,1.52,1.52,12.08,2.66,9.00,5.40,1.36
39322,27,1.62,1.92,1.79,2.32,0,2,1,1.54,1.62,13.81,3.38,9.75,6.00,1.31
25001,26,1.25,1.77,1.11,1.58,0,3,1,1.65,1.40,10.21,4.62,5.30,4.15,1.67
25552,26,1.00,1.17,1.05,1.11,1,1,2,1.56,1.19,11.33,3.50,2.15,3.45,3.55
24182,26,0.38,1.25,0.47,1.32,1,2,1,1.22,1.30,8.96,3.04,5.10,3.85,1.74
53178,26,2.67,0.75,2.79,0.84,3,0,0,1.95,1.35,13.08,1.92,1.19,7.75,16.50
31438,26,1.00,0.42,1.21,0.74,1,2,1,1.43,1.07,8.91,4.16,1.80,3.60,5.05
20333,26,1.42,1.00,1.42,1.05,1,0,0,1.37,1.27,9.84,4.16,2.45,3.30,3.10
29323,26,1.58,0.77,1.21,0.89,1,3,1,1.20,0.97,7.25,4.62,2.05,3.25,4.20
44154,26,2.00,1.38,2.00,1.32,3,1,0,1.68,1.31,11.37,2.69,1.69,3.80,5.70
54452,26,2.77,1.83,2.84,1.58,6,0,0,2.21,1.57,12.96,2.27,1.57,4.30,6.30
30687,26,1.54,0.92,1.79,1.05,1,1,2,1.39,1.03,8.12,3.66,1.83,3.45,5.20
30387,27,1.31,1.31,1.05,1.21,1,5,1,1.27,1.21,10.00,4.23,3.15,3.35,2.40
59950,27,1.38,0.15,1.63,0.26,3,1,0,1.49,1.03,8.92,3.39,1.87,3.80,4.30
21338,27,1.17,2.54,1.21,1.74,2,1,0,1.24,1.41,8.27,3.52,5.55,3.90,1.71
10671,27,1.85,1.50,1.53,1.21,1,1,2,1.41,1.42,9.42,3.83,2.90,3.25,2.65
52174,27,1.00,0.50,1.32,0.37,2,0,0,1.22,1.19,9.95,3.21,1.95,3.30,4.80
31778,27,1.17,1.08,1.42,1.53,1,4,1,1.57,1.20,9.91,4.65,2.25,3.35,3.55
59877,27,2.46,0.92,2.37,0.84,2,0,0,1.59,1.32,10.00,3.92,1.57,4.30,6.30
74519,27,2.08,2.31,1.89,2.32,0,0,2,1.88,1.52,12.36,2.83,3.50,3.35,2.25
31849,28,1.21,0.92,1.05,1.05,0,3,1,1.29,1.27,9.78,4.33,3.90,3.30,2.10
22714,28,0.36,1.46,0.47,1.21,1,0,0,1.27,1.39,9.19,3.65,4.95,3.45,1.83
30558,28,1.08,0.62,1.42,0.68,2,1,0,1.61,1.06,9.85,4.15,1.83,3.45,4.95
48323,28,1.14,0.93,1.32,0.89,2,0,0,1.35,0.98,9.07,4.00,2.15,3.15,3.85
59618,28,2.50,0.69,2.37,0.84,5,1,0,1.58,1.33,11.71,2.87,1.44,5.30,6.85
27597,28,0.92,0.14,1.21,0.26,2,0,0,1.46,1.04,8.02,4.41,2.00,3.40,4.00
25754,28,1.00,1.86,1.05,1.58,1,3,1,1.59,1.43,12.20,4.03,3.25,3.20,2.35
40542,28,2.15,2.36,2.21,1.74,2,0,0,1.74,1.43,10.56,2.94,2.30,3.35,3.35
53316,28,2.69,1.43,2.79,1.21,5,0,0,1.98,1.24,12.01,3.36,1.29,5.60,11.50
53528,28,2.79,1.15,2.84,1.11,1,0,0,2.19,1.18,10.91,2.86,1.14,8.75,19.00
81332,29,2.08,1.38,2.00,1.32,1,1,2,1.65,1.29,9.69,2.70,2.05,3.55,3.65
10699,29,1.79,2.00,1.53,2.32,0,1,1,1.40,1.61,12.75,3.99,12.75,7.00,1.22
30182,29,1.46,0.46,1.21,0.37,1,0,0,1.25,1.13,8.62,3.69,1.80,3.35,5.20
19223,29,1.31,1.21,1.21,1.53,1,3,1,1.24,1.20,7.85,3.83,2.85,3.20,2.65
74459,29,2.00,0.86,1.89,0.84,3,2,0,1.79,1.32,10.59,3.55,1.48,4.35,7.25
31309,29,1.50,0.62,1.79,0.74,2,0,0,1.43,1.07,8.90,3.69,1.56,3.90,6.95
59910,29,1.50,0.92,1.63,1.05,2,0,0,1.53,1.02,9.74,3.19,2.20,3.30,3.50
20062,29,1.54,1.29,1.42,1.32,2,1,0,1.34,1.38,10.71,3.33,2.65,3.30,2.75
24900,29,1.15,1.69,1.11,1.58,1,2,1,1.64,1.54,10.84,3.54,6.75,4.45,1.49
39335,29,1.50,2.21,1.79,2.32,0,0,2,1.49,1.49,11.93,2.64,6.20,4.00,1.59
24972,30,0.93,0.57,1.05,0.68,1,2,1,1.58,1.10,11.71,3.21,1.91,3.35,4.85
32458,30,1.13,1.07,1.05,1.11,2,0,0,1.26,1.13,8.37,3.87,3.25,3.40,2.30
22304,30,0.53,0.64,0.47,0.84,0,2,1,1.28,1.32,10.19,2.74,3.25,3.25,2.40
32017,30,1.21,0.13,1.42,0.26,3,1,0,1.59,1.05,8.66,4.02,1.57,4.40,6.05
52242,30,1.27,1.07,1.32,1.05,3,2,0,1.35,1.28,10.79,3.90,2.80,3.10,2.85
31890,30,1.07,2.20,1.21,1.74,2,1,0,1.46,1.39,10.03,4.23,4.50,3.85,1.83
54104,30,2.80,1.33,2.84,1.21,3,1,0,2.21,1.21,12.33,3.13,1.11,11.25,24.50
53310,30,2.71,0.87,2.79,0.89,4,2,0,2.00,1.00,10.34,3.46,1.17,7.75,19.75
40692,30,2.21,1.36,2.21,1.21,1,1,2,1.69,1.35,10.21,3.14,1.54,4.10,7.00
60000,30,2.53,1.93,2.37,1.58,2,0,0,1.59,1.42,10.53,4.40,2.40,3.50,3.00
10625,31,1.67,0.86,1.53,1.05,2,2,2,1.32,1.02,8.43,3.93,2.10,3.45,3.55
20719,31,1.21,1.20,1.21,1.32,1,2,1,1.29,1.37,9.87,3.31,3.05,3.25,2.45
59931,31,1.60,0.43,1.63,0.37,4,3,0,1.51,1.11,10.00,3.39,1.59,3.95,6.35
25043,31,1.07,2.13,1.11,2.32,1,2,1,1.62,1.46,11.51,3.34,3.90,4.85,1.51
39356,31,1.47,1.79,1.79,1.58,2,0,0,1.47,1.56,11.00,2.83,4.30,3.60,1.87
25001,32,1.00,2.07,1.11,2.32,0,2,1,1.56,1.66,13.26,3.93,19.50,11.25,1.12
30636,32,1.57,0.80,1.21,0.84,0,1,1,1.27,1.31,9.11,3.73,2.55,3.10,3.10
20990,32,1.13,1.33,1.21,1.21,2,0,0,1.29,1.29,8.87,3.80,3.15,3.15,2.50
25193,32,0.87,0.40,1.05,0.37,2,0,0,1.57,1.13,11.80,3.27,1.51,4.10,7.75
31530,32,1.33,0.80,1.42,0.84,2,0,0,1.63,1.32,11.60,3.26,1.80,3.90,4.60
74543,32,2.07,1.25,1.89,1.21,2,1,0,1.80,1.16,11.13,3.96,1.44,4.75,7.50
59988,32,1.69,1.00,1.63,1.05,0,2,1,1.51,1.26,10.67,3.83,2.55,3.40,2.90
32657,32,1.25,1.67,1.05,1.58,1,2,1,1.29,1.57,9.88,3.35,9.25,4.90,1.39
53322,32,2.73,2.06,2.79,1.74,2,1,0,2.00,1.41,12.01,2.81,1.59,4.25,6.10
59869,32,2.56,0.87,2.37,1.05,2,0,0,1.58,1.04,9.61,3.68,1.39,5.20,9.00
17301,33,1.64,0.13,1.42,0.26,4,1,0,1.32,1.03,7.58,3.61,1.77,3.85,5.20
31302,33,1.60,1.81,1.79,1.58,2,1,0,1.43,1.43,9.71,4.49,4.00,3.55,2.05
38593,27,2.13,0.73,2.21,0.68,3,0,0,1.71,1.08,9.87,3.00,1.30,5.55,12.50
59215,31,2.00,1.33,2.00,1.53,2,0,0,1.62,1.20,9.43,3.34,1.50,4.45,6.95
53559,33,2.81,0.57,2.84,0.74,2,0,0,2.23,1.10,11.63,2.52,1.07,15.75,31.00
31797,33,1.20,2.19,1.21,2.32,1,3,1,1.45,1.50,11.26,3.78,9.00,5.30,1.38
10446,33,1.63,0.81,1.53,0.89,1,3,1,1.32,0.98,8.25,4.51,2.10,3.50,3.65
24126,33,0.50,1.31,0.47,1.32,1,4,1,1.26,1.34,10.06,3.44,5.55,4.00,1.65
51926,33,1.38,1.25,1.32,1.53,0,1,1,1.38,1.17,10.00,3.56,2.55,3.15,3.00
39400,33,1.56,1.36,1.79,1.32,1,0,0,1.48,1.27,9.89,3.17,3.05,3.50,2.30
40537,33,2.19,1.00,2.21,1.11,2,0,0,1.72,1.13,9.79,2.93,1.28,6.25,12.75
32108,34,1.44,0.81,1.42,1.05,0,1,1,1.63,1.01,9.44,3.75,1.69,3.70,5.50
58308,34,2.07,0.38,2.00,0.37,4,0,0,1.70,1.16,9.78,2.89,1.24,6.30,15.50
30460,34,1.47,0.75,1.21,0.84,0,5,1,1.26,1.30,10.24,3.06,2.25,3.25,3.50
21480,34,1.25,0.53,1.21,0.74,2,0,0,1.25,1.06,8.25,3.36,1.87,3.60,4.55
24971,34,0.94,1.13,1.11,1.05,2,0,0,1.49,1.31,9.94,4.31,4.85,4.10,1.71
31708,34,1.13,1.25,1.21,1.21,3,1,0,1.42,1.26,9.69,4.63,2.60,3.15,3.05
74478,34,2.13,0.94,1.89,1.11,2,1,0,1.76,1.12,10.08,3.55,1.42,4.95,7.75
25721,34,1.00,2.13,1.05,2.32,1,3,1,1.57,1.69,15.57,3.11,10.00,5.60,1.33
53279,34,2.75,1.75,2.79,1.58,2,0,0,1.96,1.56,12.38,2.50,1.77,3.80,5.25
20480,34,1.73,1.27,1.42,1.32,0,1,1,1.34,1.25,9.00,3.86,3.35,3.75,2.15
30226,31,1.38,0.50,1.21,0.74,0,2,1,1.24,1.07,8.75,3.94,1.95,3.25,4.65
54489,35,2.82,1.94,2.84,1.74,1,0,0,2.28,1.40,13.00,2.52,1.25,6.55,11.25
10511,35,1.53,0.12,1.53,0.26,0,1,1,1.30,1.07,7.88,3.88,1.69,4.15,4.75
23957,35,0.47,1.18,0.47,1.21,1,2,1,1.25,1.22,9.30,4.00,4.10,3.60,1.91
59960,35,1.59,1.41,1.63,1.32,2,2,2,1.47,1.38,11.41,3.12,3.10,3.45,2.30
31096,35,1.69,0.69,1.79,0.68,0,0,2,1.40,1.05,8.88,3.69,1.77,3.40,5.60
52191,35,1.29,0.94,1.32,0.84,3,1,0,1.41,1.29,10.68,3.34,2.50,3.05,3.15
39395,35,1.65,1.71,1.79,1.58,4,0,0,1.51,1.43,10.35,4.00,3.15,3.40,2.35
59929,35,2.59,1.35,2.37,1.53,2,3,1,1.55,1.14,9.88,3.82,1.48,4.65,6.55
33082,35,1.18,2.24,1.05,2.32,0,2,1,1.28,1.51,10.77,3.29,15.50,7.25,1.19
40642,35,2.24,0.94,2.21,0.89,2,2,2,1.73,1.00,9.53,3.47,1.23,6.60,15.00
19170,31,1.63,0.88,1.42,0.84,1,1,2,1.32,1.29,9.63,3.88,2.30,3.45,3.35
56251,33,2.13,0.71,2.00,0.68,1,0,0,1.70,1.02,8.97,3.01,1.29,5.70,13.50
31436,31,1.65,1.38,1.79,1.32,3,1,0,1.46,1.28,9.96,3.57,2.85,3.45,2.60
74431,31,2.19,2.19,1.89,2.32,0,2,1,1.74,1.71,14.32,3.26,6.75,4.70,1.50
53249,36,2.76,0.35,2.79,0.37,5,0,0,1.95,1.14,11.47,2.59,1.07,14.50,42.75
60043,36,2.18,0.88,2.00,1.11,0,1,1,1.73,1.14,9.65,3.06,1.42,5.15,7.50
25789,36,0.94,1.06,1.05,1.05,0,0,2,1.53,1.30,11.94,3.47,2.75,3.35,2.70
23822,36,1.06,0.65,1.11,0.74,1,0,0,1.49,1.06,9.12,3.94,2.40,3.60,3.00
31310,36,1.24,0.88,1.21,0.84,3,3,2,1.42,1.31,10.36,3.76,1.95,3.75,4.05
20323,36,1.59,1.18,1.42,1.21,1,2,1,1.32,1.27,9.42,4.42,2.65,3.25,2.85
30587,36,1.29,0.94,1.21,1.05,1,1,2,1.25,1.02,8.29,3.70,2.25,3.20,3.60
32037,36,1.35,1.29,1.42,1.32,3,0,0,1.62,1.26,9.94,3.88,2.70,3.55,2.60
21605,36,1.35,2.24,1.21,2.32,0,1,1,1.29,1.69,12.23,3.24,17.50,8.25,1.17
74526,36,2.06,1.65,1.89,1.58,1,1,2,1.69,1.52,10.76,3.18,2.65,3.35,2.80
39303,37,1.72,0.94,1.79,0.89,2,0,0,1.52,0.99,9.45,3.66,1.69,3.95,5.65
10630,37,1.44,1.83,1.53,1.74,1,0,0,1.31,1.38,9.56,3.84,5.50,4.45,1.61
59961,37,1.56,0.89,1.63,0.84,3,0,0,1.46,1.29,10.67,3.33,2.30,3.55,3.15
30456,37,1.72,0.28,1.79,0.26,1,0,0,1.44,1.10,8.89,3.61,1.50,4.35,7.25
32133,37,1.11,1.44,1.05,1.53,2,3,1,1.25,1.17,8.61,3.77,2.55,3.60,2.75
52206,37,1.39,2.28,1.32,2.32,2,3,1,1.41,1.53,12.39,2.83,9.00,5.15,1.37
40650,37,2.17,1.28,2.21,1.21,3,0,0,1.79,1.23,10.77,3.33,1.30,6.05,10.50
24263,37,0.44,1.61,0.47,1.58,1,1,2,1.25,1.40,8.84,4.34,10.75,5.90,1.30
59965,37,2.44,0.67,2.37,0.68,1,1,2,1.57,1.00,9.56,3.72,1.29,5.80,12.25
54506,37,2.83,1.39,2.84,1.32,1,0,0,2.24,1.39,13.61,2.34,1.19,7.75,14.50
30662,38,1.28,2.28,1.21,2.32,1,4,1,1.25,1.70,12.56,3.50,15.25,7.50,1.18
21461,38,1.28,1.22,1.21,1.32,1,3,1,1.24,1.23,8.61,3.50,3.15,3.75,2.20
25433,38,0.94,0.89,1.05,0.84,5,3,0,1.48,1.31,12.06,2.66,1.87,4.05,3.85
24979,38,1.17,0.94,1.11,1.05,0,4,1,1.47,1.00,8.95,3.83,2.60,3.50,2.65
32140,38,1.44,1.61,1.42,1.58,0,0,2,1.68,1.52,10.78,3.62,2.45,3.60,2.80
53331,38,2.78,1.28,2.79,1.21,2,0,0,1.96,1.27,11.89,3.00,1.32,5.80,9.00
74457,38,2.00,0.61,1.89,0.74,0,2,1,1.67,1.10,9.77,3.50,1.28,6.20,10.00
30367,38,1.22,0.33,1.21,0.37,1,1,2,1.46,1.11,9.50,4.00,1.41,4.90,7.50
60124,38,2.06,1.06,2.00,1.05,2,2,2,1.71,1.32,10.39,3.23,2.10,3.50,3.55
20067,38,1.50,1.00,1.42,1.11,1,4,1,1.30,1.18,9.00,4.11,2.20,3.70,3.10
