,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,result,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win
20628,13,0.80,0.60,1.21,1.05,1,2,1,5,0,0,1,0,0,0,0,1,13,12,5,4,8,8,6,11,56,44,1.01,1.05,6.60,3.80,3.05,3.15,2.60
30213,14,1.00,1.33,1.05,1.21,2,1,0,6,1,0,2,0,0,1,0,2,12,14,4,5,8,9,3,12,47,53,1.43,1.58,10.04,3.50,3.65,3.20,2.25
25098,14,0.33,0.71,1.05,0.89,2,0,0,2,1,0,1,0,0,1,1,0,21,3,10,0,11,3,9,10,58,42,1.51,0.91,10.04,3.81,1.57,3.75,6.60
22973,14,0.71,0.57,0.47,0.68,1,2,1,6,0,1,2,0,1,0,1,1,6,10,3,7,3,3,10,12,32,68,1.23,0.80,7.14,3.43,2.40,2.90,3.40
31353,14,1.33,1.33,1.42,1.21,2,0,0,8,2,0,1,1,0,2,0,2,7,7,4,0,3,7,7,6,37,63,1.59,1.35,10.50,4.84,2.45,3.10,3.15
54409,14,3.00,1.50,2.84,0.84,3,1,0,4,0,0,0,0,0,0,0,0,12,4,7,2,5,2,9,3,73,27,2.40,1.43,14.24,1.74,1.12,8.75,20.50
51853,14,0.86,0.83,1.32,1.11,0,3,1,3,3,0,3,0,1,2,3,0,12,8,5,5,7,3,10,10,58,42,1.20,1.30,10.54,3.81,2.45,3.20,2.95
30187,14,0.67,1.43,1.21,1.58,2,2,2,5,4,0,4,0,1,3,2,2,13,10,7,6,6,4,12,13,40,60,1.54,1.34,11.31,5.04,4.00,3.30,2.00
40551,14,2.14,0.14,2.21,0.26,2,0,0,6,2,0,1,0,0,2,0,1,11,9,10,5,1,4,8,17,66,34,1.80,0.97,7.71,2.85,1.21,6.65,13.75
59973,14,2.00,2.63,2.37,1.74,4,2,0,5,3,0,4,1,1,2,2,3,19,10,8,7,11,3,15,17,59,41,1.52,1.37,10.63,3.21,2.60,3.55,2.75
51756,14,2.67,1.00,2.79,1.05,1,0,0,1,3,0,2,0,1,2,0,2,14,8,4,4,10,4,12,7,57,43,1.80,1.36,11.67,3.00,1.48,4.30,7.00
9980,15,1.57,0.83,1.53,0.37,2,1,0,8,4,0,2,0,0,4,0,2,7,17,3,7,4,10,14,11,32,68,1.40,1.21,9.88,4.29,1.74,3.75,5.40
29663,15,1.83,1.00,1.21,1.53,3,1,0,5,2,1,3,0,1,2,1,2,7,14,4,6,3,8,14,12,31,69,1.23,1.12,7.43,4.50,3.00,3.05,2.70
56811,15,1.00,0.17,1.63,0.74,3,1,0,4,1,0,2,0,1,0,1,1,15,8,12,6,3,2,10,10,61,39,1.36,0.99,9.47,3.33,1.67,3.95,5.65
20389,15,1.71,2.33,1.42,2.32,1,2,1,11,0,0,1,0,0,0,0,1,10,13,8,8,2,5,4,8,29,71,1.31,1.62,12.53,3.96,9.00,5.35,1.36
21741,15,0.67,2.43,1.21,2.32,1,3,1,9,1,0,0,0,0,1,0,0,10,15,7,13,3,2,10,3,25,75,1.09,1.50,8.47,3.26,12.25,5.95,1.28
22881,15,1.17,1.43,1.11,1.32,1,1,2,8,0,0,0,0,0,0,0,0,18,12,8,6,10,6,12,7,45,55,1.59,1.34,10.71,4.03,2.85,3.35,2.60
31300,15,1.14,2.17,1.79,1.58,2,1,0,5,4,0,4,0,1,3,0,4,6,14,3,4,3,10,18,10,29,71,1.48,1.61,12.04,2.90,5.55,3.80,1.71
39350,15,2.29,1.00,1.79,1.05,1,1,2,2,0,0,5,0,0,0,0,5,12,9,4,6,8,3,7,18,76,24,1.63,1.09,10.26,2.50,1.51,4.20,7.50
74507,15,1.83,2.17,1.89,1.32,2,2,2,4,3,0,3,0,3,0,2,1,8,7,8,5,0,2,13,10,44,56,1.79,1.56,11.34,3.17,2.35,3.55,3.10
33012,15,1.80,0.57,2.00,0.84,3,1,0,6,0,0,0,0,0,0,0,0,12,15,9,6,3,9,7,5,52,48,1.72,1.41,9.31,3.14,1.36,5.25,9.75
10752,16,1.75,2.50,1.53,2.32,0,4,1,6,2,0,1,0,2,0,0,1,6,9,3,5,3,4,9,11,40,60,1.34,1.59,11.13,3.75,7.00,4.60,1.49
59893,16,2.13,0.71,2.37,0.37,1,0,0,1,5,0,4,0,4,1,3,1,11,6,3,0,8,6,13,20,61,39,1.60,1.37,10.96,3.88,1.28,5.90,12.50
18497,16,0.57,0.88,1.21,0.68,1,0,0,7,2,0,0,0,0,2,0,0,9,14,5,2,4,12,11,11,37,63,1.14,0.89,6.95,3.84,2.90,3.05,2.80
30067,16,1.25,0.50,1.05,0.84,1,0,0,7,2,0,2,0,1,1,1,1,13,8,5,2,8,6,9,10,36,64,1.43,1.46,9.88,3.76,3.15,3.25,2.45
74523,16,1.71,0.13,1.89,0.26,4,1,0,3,1,0,2,1,1,0,1,2,18,9,12,5,6,4,11,15,62,38,1.73,1.00,9.42,3.49,1.39,5.10,8.50
56995,16,1.25,0.88,1.63,1.53,3,2,0,3,1,0,2,0,1,0,0,2,12,7,7,5,5,2,10,8,48,52,1.45,1.22,10.26,4.01,2.30,3.35,3.40
40571,16,2.25,2.43,2.21,2.32,2,0,0,13,2,0,0,0,0,2,0,0,7,11,6,5,1,6,12,11,38,62,1.80,1.67,12.17,2.82,3.65,3.55,2.10
31957,16,1.57,2.33,1.42,1.74,0,2,1,5,3,0,1,0,1,2,1,0,9,7,4,3,5,4,12,7,42,58,1.50,1.37,9.53,4.46,4.50,3.75,1.87
50223,16,0.75,1.14,1.32,1.21,1,2,1,6,2,1,5,0,1,2,1,4,10,12,5,7,5,5,10,17,50,50,1.25,1.59,12.18,2.95,3.00,3.05,2.75
38400,16,2.13,1.14,1.79,1.21,2,2,2,6,1,0,1,0,1,0,0,1,11,11,6,4,5,7,13,13,56,44,1.65,1.30,13.24,3.17,1.74,3.85,5.05
54173,17,3.00,0.86,2.84,1.05,3,1,0,2,1,0,2,0,0,1,1,1,10,8,6,3,4,5,7,9,67,33,2.32,1.32,12.92,2.79,1.22,6.75,12.75
24738,17,0.71,1.38,1.05,1.32,1,0,0,4,2,0,1,0,1,1,0,1,7,10,2,3,5,7,10,8,43,57,1.67,1.36,13.71,3.20,2.80,3.10,2.80
24036,17,0.63,1.00,0.47,1.05,0,1,1,1,1,0,1,0,0,1,1,0,13,8,6,6,7,2,5,13,73,27,1.19,1.10,7.45,3.38,2.60,2.95,3.15
41645,17,2.00,0.63,2.00,0.89,1,0,0,3,0,0,2,0,0,0,0,2,10,3,4,0,6,3,7,8,70,30,1.71,0.87,7.80,2.83,1.19,7.00,17.25
20032,17,1.50,0.14,1.42,0.74,3,2,0,0,0,0,0,0,0,0,0,0,15,8,9,4,6,4,7,5,71,29,1.33,1.02,8.93,3.43,1.61,3.85,6.20
30997,17,1.38,1.29,1.79,0.84,2,0,0,3,1,0,2,0,0,1,2,0,8,9,5,4,3,5,15,7,37,63,1.40,1.32,11.42,2.88,2.05,3.35,3.85
24081,17,1.14,1.14,1.11,1.11,0,2,1,4,2,0,1,0,1,1,1,0,14,6,5,4,9,2,14,10,56,44,1.67,1.27,9.42,4.57,2.95,3.50,2.45
30645,17,2.00,1.86,1.21,1.58,1,2,1,1,2,0,2,0,0,2,0,2,6,8,3,4,3,4,14,6,41,59,1.19,1.60,10.14,4.42,7.75,4.40,1.44
29497,17,0.71,2.00,1.21,1.32,3,2,0,5,3,0,1,0,0,3,0,1,9,9,8,5,1,4,12,10,33,67,1.56,1.50,10.28,4.28,4.30,3.95,1.80
52908,17,2.71,1.38,2.79,1.58,3,1,0,2,0,0,2,0,0,0,2,0,23,6,12,3,11,3,6,14,64,36,1.78,1.34,11.13,3.88,1.56,4.15,6.35
31358,18,1.56,2.56,1.79,2.32,0,2,1,10,0,0,0,0,0,0,0,0,10,11,6,7,4,4,7,3,38,62,1.37,1.56,10.78,3.00,6.75,4.10,1.54
59493,18,2.22,0.56,2.37,0.89,3,1,0,3,2,0,5,0,1,1,1,4,8,6,7,3,1,3,10,14,60,40,1.57,0.82,9.00,4.22,1.21,6.85,15.25
10491,18,1.56,0.78,1.53,0.68,2,0,0,5,2,0,1,1,2,0,0,2,11,10,4,6,7,4,8,18,57,43,1.29,0.94,9.34,4.33,1.95,3.55,4.10
40558,18,2.33,1.22,2.21,1.32,0,1,1,5,0,0,2,0,0,0,1,1,14,6,6,4,8,2,10,9,72,28,1.71,1.35,10.22,2.89,1.34,5.15,9.50
22394,18,0.56,0.44,0.47,0.84,1,3,1,2,2,0,3,0,1,1,0,3,11,13,6,7,5,6,12,9,62,38,1.27,1.41,9.67,3.22,2.90,3.00,2.75
54340,18,3.00,0.78,2.84,1.53,2,3,1,0,0,0,4,0,0,0,1,3,15,6,6,4,9,2,7,6,78,22,2.23,1.22,11.00,2.67,1.14,8.75,20.75
51237,18,0.67,0.11,1.32,0.26,0,0,2,0,1,0,2,0,0,1,0,2,6,3,0,3,6,0,9,12,53,47,1.26,1.03,9.55,3.45,2.05,3.40,3.75
56833,18,1.44,1.13,1.63,1.21,0,2,1,4,3,0,2,0,1,2,0,2,13,7,8,6,5,1,9,11,51,49,1.48,1.31,12.32,3.91,2.35,3.45,3.00
33028,18,1.44,1.22,1.05,1.58,1,5,1,7,2,0,1,0,0,2,1,0,9,14,4,10,5,4,13,13,25,75,1.45,1.28,10.00,4.67,6.35,4.15,1.56
39319,18,2.00,2.40,1.79,1.74,2,6,1,1,0,0,2,0,0,0,1,1,9,16,4,9,5,7,13,9,41,59,1.63,1.33,11.92,2.69,3.20,3.50,2.25
24382,19,1.00,1.38,1.11,1.21,1,1,2,0,2,0,1,0,2,0,1,0,11,13,6,6,5,7,9,6,29,71,1.67,1.59,11.25,3.88,2.95,3.10,2.65
21484,19,0.88,0.75,1.21,1.05,1,5,1,7,2,0,4,0,2,0,2,2,11,10,5,7,6,3,11,19,49,51,1.14,1.27,8.26,4.00,4.20,3.55,1.91
25206,19,1.00,0.13,1.05,0.74,0,0,2,1,0,0,3,0,0,0,2,1,18,9,6,5,12,4,9,11,62,38,1.57,1.02,10.25,2.88,1.67,3.75,6.25
32090,19,1.38,2.13,1.42,2.32,2,1,0,7,2,0,2,1,0,2,0,3,10,9,6,5,4,4,5,8,33,67,1.48,1.66,13.00,4.01,9.50,5.55,1.32
53318,19,2.75,1.25,2.79,1.05,4,0,0,2,0,0,0,0,0,0,0,0,13,7,9,3,4,4,7,10,75,25,1.93,1.10,10.13,2.76,1.17,7.75,18.00
74523,19,1.88,0.63,1.89,0.37,3,1,0,3,1,0,1,0,1,0,1,0,13,10,11,3,2,7,9,13,64,36,1.82,1.28,11.00,4.00,1.33,5.80,9.75
45154,19,2.14,1.13,2.00,0.84,5,0,0,4,2,0,1,0,0,2,1,0,10,11,8,5,2,6,5,8,56,44,1.68,1.33,11.45,1.84,1.34,5.35,9.00
30608,19,1.75,1.75,1.21,1.32,1,1,2,9,2,0,1,0,1,1,0,1,12,6,4,5,8,1,10,4,32,68,1.15,1.48,8.63,4.26,5.50,3.85,1.67
20415,19,1.67,2.00,1.42,1.58,1,2,1,4,1,0,0,0,0,1,0,0,9,10,3,5,6,5,15,5,35,65,1.40,1.55,10.94,3.53,5.25,3.95,1.67
31654,19,1.00,1.38,1.21,1.11,1,2,1,6,2,0,0,0,0,2,0,0,9,12,6,6,3,6,10,3,45,55,1.53,1.23,9.25,5.13,2.25,3.35,3.30
30597,20,1.67,1.00,1.21,1.05,1,0,0,6,0,0,2,0,0,0,0,2,7,11,4,5,3,6,10,11,44,56,1.18,1.29,9.11,5.00,3.35,3.15,2.35
24423,20,1.00,0.56,1.11,0.37,1,0,0,3,3,0,1,0,2,1,0,1,13,7,6,6,7,1,12,10,43,57,1.63,1.26,9.44,4.00,2.00,3.20,4.25
32047,20,1.56,0.22,1.42,0.74,0,1,1,4,0,0,2,0,0,0,0,2,11,7,8,4,3,3,14,16,62,38,1.45,1.04,7.56,4.00,1.53,3.90,7.50
46356,20,2.25,1.33,2.00,1.21,1,3,1,7,3,0,2,0,2,1,0,2,8,9,4,5,4,4,7,7,60,40,1.65,1.61,10.14,2.77,1.49,4.20,7.50
20336,20,1.50,1.11,1.42,1.05,1,1,2,6,1,0,2,0,1,0,0,2,8,7,6,3,2,4,17,16,62,38,1.38,1.07,8.31,3.37,1.69,3.80,5.50
53326,20,2.78,1.67,2.79,1.32,5,1,0,3,1,0,2,0,1,0,1,1,14,6,11,3,3,3,8,13,47,53,1.94,1.44,12.33,2.34,1.39,5.15,7.75
25781,20,1.00,2.11,1.05,1.58,0,1,1,4,0,0,1,0,0,0,1,0,3,9,0,5,3,4,11,8,34,66,1.64,1.54,13.11,3.00,5.00,3.75,1.74
20933,20,0.78,1.56,1.21,1.11,2,0,0,5,1,0,4,0,1,0,2,2,15,7,6,5,9,2,15,11,43,57,1.18,1.27,7.56,4.00,3.85,3.35,2.05
31381,20,0.89,1.89,1.21,2.32,1,3,1,8,2,1,3,0,0,3,1,2,6,11,5,7,1,4,11,10,23,77,1.50,1.66,13.22,4.23,11.50,6.30,1.25
74556,20,2.00,1.00,1.89,0.84,4,1,0,5,2,1,0,0,1,2,0,0,9,6,9,4,0,2,10,7,64,36,1.83,1.34,12.23,2.78,1.43,5.30,7.00
39052,21,1.80,1.40,1.79,1.32,0,1,1,5,3,0,1,0,0,3,0,1,10,8,3,5,7,3,5,8,59,41,1.60,1.32,12.40,2.40,2.00,3.45,4.00
59887,21,2.30,0.20,2.37,0.26,4,1,0,3,0,0,1,0,0,0,0,1,14,9,10,5,4,4,7,12,59,41,1.54,0.99,8.60,4.00,1.35,5.30,8.75
32485,21,1.30,2.45,1.05,1.74,0,3,1,3,1,0,0,0,0,1,0,0,6,11,4,5,2,6,6,6,26,74,1.42,1.38,9.46,3.72,8.50,4.85,1.39
40668,21,2.10,0.70,2.21,0.84,0,0,2,2,1,0,2,0,0,1,1,1,9,6,7,3,2,3,8,11,71,29,1.74,1.42,9.70,3.20,1.28,6.05,12.00
23715,21,0.50,0.50,0.47,0.89,1,2,1,2,1,1,4,1,2,0,2,3,6,16,3,9,3,7,11,9,42,58,1.29,0.83,7.60,3.70,2.30,3.10,3.55
59870,21,1.30,0.70,1.63,0.68,2,2,2,5,0,0,1,0,0,0,0,1,13,9,7,7,6,2,9,11,54,46,1.52,0.98,10.70,3.80,2.00,3.55,3.95
30666,21,1.40,1.00,1.79,1.53,0,2,1,10,4,0,1,0,2,2,0,1,7,11,2,5,5,6,9,7,51,49,1.36,1.18,7.90,3.90,2.30,3.15,3.60
10261,21,1.70,1.33,1.53,1.21,3,3,2,2,1,0,4,0,0,1,2,2,21,10,13,4,8,6,9,15,57,43,1.30,1.30,11.27,4.51,2.65,3.50,2.70
52217,21,0.70,1.40,1.32,1.58,0,2,1,2,1,0,2,0,1,0,0,2,12,14,4,8,8,6,10,9,34,66,1.22,1.34,11.40,4.20,5.55,4.15,1.65
54511,21,2.70,2.60,2.84,2.32,2,1,0,1,4,0,2,0,2,2,2,0,9,8,5,6,4,2,12,7,49,51,2.23,1.57,14.10,1.60,2.00,3.85,3.90
59946,22,1.27,1.50,1.63,1.32,1,0,0,3,0,0,2,0,0,0,0,2,11,11,4,3,7,8,7,10,41,59,1.53,1.39,11.17,3.33,3.55,3.85,2.05
30862,22,1.80,2.36,1.21,2.32,0,1,1,7,0,0,0,0,0,0,0,0,6,9,0,4,6,5,15,5,29,71,1.17,1.54,9.84,3.48,10.25,5.10,1.36
19316,22,1.00,0.18,1.21,0.26,2,1,0,6,1,0,2,0,0,1,1,1,7,9,2,5,5,4,5,9,41,59,1.24,1.01,6.52,3.43,2.40,3.30,3.20
30725,22,1.18,0.50,1.05,0.37,0,0,2,10,3,0,1,0,1,2,1,0,0,7,0,3,0,4,12,14,38,62,1.37,1.25,9.09,3.82,2.20,3.20,3.80
25010,22,0.90,1.30,1.05,1.21,1,2,1,7,1,0,4,0,0,1,0,4,13,12,7,3,6,9,11,11,55,45,1.52,1.29,12.60,3.60,2.35,3.35,3.25
31491,22,1.40,0.73,1.42,0.84,1,2,1,3,2,0,2,1,2,0,2,1,15,7,7,4,8,3,7,9,71,29,1.47,1.38,9.85,4.30,1.95,3.40,4.50
40491,22,2.00,1.10,2.21,1.05,2,1,0,5,1,0,1,0,0,1,1,0,9,9,7,3,2,6,6,13,65,35,1.73,1.06,8.49,2.88,1.21,6.80,17.50
38113,22,1.64,0.90,1.79,0.84,2,0,0,9,5,0,0,0,1,4,0,0,12,15,4,8,8,7,17,8,50,50,1.59,1.30,12.24,2.00,1.71,4.05,5.00
80062,22,2.00,1.55,2.00,1.58,0,1,1,4,1,0,2,0,0,1,0,2,18,12,12,9,6,3,8,8,61,39,1.60,1.38,10.06,3.66,2.10,3.50,3.80
54171,22,2.73,1.50,2.84,1.21,3,0,0,1,1,0,0,1,1,0,1,0,17,2,10,0,7,2,6,3,76,24,2.15,1.58,12.55,2.72,1.18,7.75,18.25
31278,23,1.27,1.55,1.79,1.32,4,3,0,9,3,0,3,0,2,1,2,1,11,12,8,7,3,5,11,10,45,55,1.32,1.31,10.19,3.37,2.30,3.15,3.55
10495,23,1.64,1.40,1.53,1.11,2,0,0,3,0,0,1,0,0,0,1,0,10,8,5,2,5,6,6,10,38,62,1.41,1.26,9.55,4.67,2.15,3.55,3.45
53171,23,2.80,1.18,2.79,1.53,4,3,0,3,1,1,1,0,0,2,1,0,17,7,10,4,7,3,6,8,70,30,1.94,1.21,10.82,2.98,1.22,6.85,15.75
74532,23,2.10,0.73,1.89,0.68,2,1,0,5,1,0,0,0,0,1,0,0,15,7,6,4,9,3,11,11,56,44,1.81,1.02,10.30,3.72,1.42,5.05,8.25
49864,23,0.64,0.50,1.32,0.74,3,0,0,10,0,0,1,0,0,0,0,1,12,7,7,2,5,5,11,6,53,47,1.23,1.06,8.81,3.05,2.10,3.15,4.25
29989,23,0.80,0.90,1.21,1.05,2,1,0,6,2,0,1,0,0,2,0,1,9,4,5,3,4,1,12,11,39,61,1.44,1.31,10.30,5.10,2.85,3.35,2.60
19510,23,1.45,0.73,1.42,0.89,0,0,2,7,1,0,2,0,0,1,0,2,8,11,5,4,3,7,14,9,54,46,1.39,0.94,7.64,4.28,1.65,4.00,5.70
59979,23,2.36,2.20,2.37,1.58,2,0,0,6,0,0,2,0,0,0,1,1,13,11,6,2,7,9,13,15,35,65,1.59,1.54,11.20,3.50,3.20,3.55,2.30
24190,23,0.45,2.00,0.47,2.32,0,3,1,4,2,0,2,0,2,0,1,1,6,11,3,5,3,6,10,9,32,68,1.25,1.67,12.81,3.25,22.00,8.25,1.15
24807,23,1.20,2.50,1.11,1.74,1,2,1,10,2,0,3,0,0,2,0,3,10,12,5,6,5,6,10,8,26,74,1.63,1.37,9.45,3.67,5.65,3.80,1.71
59933,24,2.42,0.45,2.37,0.74,2,1,0,7,3,0,3,0,2,1,1,2,10,12,5,3,5,9,14,12,70,30,1.60,1.05,9.47,3.28,1.23,6.90,14.25
22008,24,1.09,0.67,1.11,0.68,4,2,0,1,2,0,3,0,1,1,2,1,18,11,9,7,9,4,10,5,61,39,1.59,1.02,9.44,3.67,2.45,3.20,3.10
23699,24,0.42,0.82,0.47,1.05,0,1,1,4,1,0,4,1,0,1,2,3,9,10,3,6,6,4,13,10,58,42,1.22,1.27,9.85,3.77,3.85,3.25,2.15
31122,24,1.42,1.27,1.79,1.11,3,0,0,1,4,0,1,0,1,3,1,0,14,4,10,0,4,4,8,10,54,46,1.34,1.25,8.58,4.19,2.05,3.50,3.90
74529,24,2.18,0.75,1.89,0.89,2,2,2,3,1,0,3,0,0,1,0,3,21,5,10,5,11,0,10,9,74,26,1.80,0.98,9.27,4.40,1.31,5.95,10.00
50861,24,0.83,2.09,1.32,2.32,2,1,0,8,2,0,3,0,0,2,2,1,6,8,3,5,3,3,9,7,23,77,1.26,1.64,13.55,3.24,16.25,7.75,1.19
10227,24,1.75,2.00,1.53,1.58,4,0,0,7,1,0,0,0,0,1,0,0,10,10,8,8,2,2,8,6,32,68,1.41,1.54,10.44,3.63,5.35,4.15,1.67
28339,24,1.00,1.08,1.21,1.53,1,1,2,8,2,0,3,1,1,1,1,3,10,13,5,4,5,9,11,8,58,42,1.42,1.18,9.02,4.72,2.45,3.30,3.05
53092,24,2.82,1.42,2.79,1.32,1,1,2,1,1,0,3,0,1,0,1,2,9,5,4,3,5,2,13,6,72,28,1.99,1.35,13.01,2.58,1.25,6.55,12.00
29164,24,1.80,1.45,2.00,1.21,2,1,0,5,0,0,4,0,0,0,0,4,10,7,4,2,6,5,6,9,68,32,1.68,1.30,10.95,3.55,1.67,3.90,5.60
41219,25,1.91,1.00,2.00,1.05,1,0,0,3,0,0,1,0,0,0,0,1,13,6,5,3,8,3,6,6,71,29,1.67,1.06,9.37,2.64,1.43,4.55,9.00
30414,25,1.64,1.33,1.21,1.21,0,0,2,0,1,0,0,0,1,0,0,0,18,6,5,0,13,6,15,10,55,45,1.12,1.26,9.42,4.67,2.50,3.30,3.00
19787,25,1.18,0.92,1.21,0.84,1,1,2,2,3,0,1,0,2,1,0,1,10,8,7,5,3,3,10,9,54,46,1.20,1.34,7.97,3.72,2.50,3.30,3.00
40626,25,2.08,0.55,2.21,0.37,5,0,0,2,0,0,0,0,0,0,0,0,16,4,8,3,8,1,8,5,65,35,1.71,1.23,9.88,3.08,1.26,6.15,14.00
25355,25,0.82,0.17,1.05,0.26,2,0,0,1,2,0,3,0,1,1,2,1,12,8,7,0,5,8,9,12,37,63,1.56,1.04,10.35,3.02,1.91,3.60,4.25
39380,25,1.75,1.36,1.79,1.21,1,3,1,1,3,0,1,0,2,1,0,1,7,7,5,5,2,2,12,14,64,36,1.57,1.45,11.23,3.24,2.60,3.30,2.85
31939,25,1.17,0.82,1.05,0.84,2,0,0,7,1,0,2,0,0,1,0,2,6,8,6,3,0,5,17,14,26,74,1.28,1.37,10.83,2.83,3.35,3.45,2.25
32148,25,1.27,1.67,1.42,1.58,0,1,1,2,4,0,4,0,2,2,2,2,15,9,7,7,8,2,14,9,44,56,1.54,1.40,10.40,4.77,3.75,3.55,2.05
54483,25,2.75,1.36,2.84,1.32,3,1,0,2,1,0,1,0,0,1,1,0,16,3,13,3,3,0,11,8,58,42,2.19,1.37,12.56,2.47,1.26,7.00,10.50
59903,25,1.42,2.42,1.63,2.32,1,1,2,5,1,0,1,0,0,1,0,1,10,10,3,7,7,3,9,11,26,74,1.52,1.52,12.08,2.66,9.00,5.40,1.36
39322,27,1.62,1.92,1.79,2.32,0,2,1,6,1,0,1,0,0,1,0,1,2,9,2,5,0,4,12,6,38,62,1.54,1.62,13.81,3.38,9.75,6.00,1.31
25001,26,1.25,1.77,1.11,1.58,0,3,1,4,3,0,2,0,2,1,1,1,11,12,4,8,7,4,14,9,51,49,1.65,1.40,10.21,4.62,5.30,4.15,1.67
25552,26,1.00,1.17,1.05,1.11,1,1,2,4,3,0,0,0,3,0,0,0,16,5,6,5,10,0,12,9,57,43,1.56,1.19,11.33,3.50,2.15,3.45,3.55
24182,26,0.38,1.25,0.47,1.32,1,2,1,0,3,0,2,0,1,2,0,2,14,9,8,5,6,4,17,12,54,46,1.22,1.30,8.96,3.04,5.10,3.85,1.74
53178,26,2.67,0.75,2.79,0.84,3,0,0,5,2,0,2,0,0,2,2,0,16,8,10,3,6,5,14,6,65,35,1.95,1.35,13.08,1.92,1.19,7.75,16.50
31438,26,1.00,0.42,1.21,0.74,1,2,1,2,3,0,3,0,1,2,0,3,13,7,8,4,5,3,15,12,66,34,1.43,1.07,8.91,4.16,1.80,3.60,5.05
20333,26,1.42,1.00,1.42,1.05,1,0,0,2,2,0,1,1,0,2,0,2,6,9,3,5,3,4,21,10,44,56,1.37,1.27,9.84,4.16,2.45,3.30,3.10
29323,26,1.58,0.77,1.21,0.89,1,3,1,3,1,0,1,0,0,1,0,1,11,8,7,6,4,2,8,7,68,32,1.20,0.97,7.25,4.62,2.05,3.25,4.20
44154,26,2.00,1.38,2.00,1.32,3,1,0,9,3,0,1,0,3,0,0,1,8,19,6,10,2,9,11,4,53,47,1.68,1.31,11.37,2.69,1.69,3.80,5.70
54452,26,2.77,1.83,2.84,1.58,6,0,0,2,1,0,2,0,0,1,0,2,15,8,10,5,5,3,9,13,55,45,2.21,1.57,12.96,2.27,1.57,4.30,6.30
30687,26,1.54,0.92,1.79,1.05,1,1,2,1,1,0,3,0,0,1,1,2,15,6,7,4,8,2,7,9,59,41,1.39,1.03,8.12,3.66,1.83,3.45,5.20
30387,27,1.31,1.31,1.05,1.21,1,5,1,3,1,0,2,0,0,1,1,1,12,12,7,8,5,4,10,11,35,65,1.27,1.21,10.00,4.23,3.15,3.35,2.40
59950,27,1.38,0.15,1.63,0.26,3,1,0,0,1,0,1,0,0,1,1,0,17,8,8,6,9,2,11,11,55,45,1.49,1.03,8.92,3.39,1.87,3.80,4.30
21338,27,1.17,2.54,1.21,1.74,2,1,0,6,1,0,3,0,0,1,0,3,8,12,5,7,3,5,9,12,30,70,1.24,1.41,8.27,3.52,5.55,3.90,1.71
10671,27,1.85,1.50,1.53,1.21,1,1,2,8,4,0,5,0,1,3,2,3,9,8,4,3,5,5,10,15,44,56,1.41,1.42,9.42,3.83,2.90,3.25,2.65
52174,27,1.00,0.50,1.32,0.37,2,0,0,0,2,0,0,1,1,1,1,0,24,2,13,0,11,2,11,7,54,46,1.22,1.19,9.95,3.21,1.95,3.30,4.80
31778,27,1.17,1.08,1.42,1.53,1,4,1,3,2,0,1,0,1,1,0,1,16,8,6,6,10,2,7,14,65,35,1.57,1.20,9.91,4.65,2.25,3.35,3.55
59877,27,2.46,0.92,2.37,0.84,2,0,0,4,0,0,0,0,0,0,0,0,9,8,5,5,4,3,7,14,62,38,1.59,1.32,10.00,3.92,1.57,4.30,6.30
74519,27,2.08,2.31,1.89,2.32,0,0,2,7,1,0,3,0,0,1,1,2,5,6,4,2,1,4,15,17,35,65,1.88,1.52,12.36,2.83,3.50,3.35,2.25
31849,28,1.21,0.92,1.05,1.05,0,3,1,4,3,0,1,0,2,1,0,1,6,10,0,5,6,5,12,12,32,68,1.29,1.27,9.78,4.33,3.90,3.30,2.10
22714,28,0.36,1.46,0.47,1.21,1,0,0,5,2,0,2,0,1,1,1,1,13,6,4,0,9,6,10,10,49,51,1.27,1.39,9.19,3.65,4.95,3.45,1.83
30558,28,1.08,0.62,1.42,0.68,2,1,0,8,1,0,1,0,0,1,1,0,13,13,4,4,9,9,6,4,49,51,1.61,1.06,9.85,4.15,1.83,3.45,4.95
48323,28,1.14,0.93,1.32,0.89,2,0,0,7,1,0,3,0,1,0,1,2,13,9,4,3,9,6,8,8,54,46,1.35,0.98,9.07,4.00,2.15,3.15,3.85
59618,28,2.50,0.69,2.37,0.84,5,1,0,4,2,0,2,0,1,1,1,1,12,9,8,6,4,3,11,9,64,36,1.58,1.33,11.71,2.87,1.44,5.30,6.85
27597,28,0.92,0.14,1.21,0.26,2,0,0,4,0,0,1,0,0,0,0,1,12,9,5,5,7,4,15,13,40,60,1.46,1.04,8.02,4.41,2.00,3.40,4.00
